timestamp_s,strategy,alloc_num,footprint_bytes
30.001,ahe_mrta_v3,1,80
35.000,ahe_mrta_v3,2,80
40.000,ahe_mrta_v3,3,80
45.000,ahe_mrta_v3,4,80
50.000,ahe_mrta_v3,5,80
55.000,ahe_mrta_v3,6,80
60.000,ahe_mrta_v3,7,80
65.000,ahe_mrta_v3,8,80
70.000,ahe_mrta_v3,9,80
75.000,ahe_mrta_v3,10,76
80.000,ahe_mrta_v3,11,64
85.000,ahe_mrta_v3,12,60
90.000,ahe_mrta_v3,13,60
95.000,ahe_mrta_v3,14,56
100.000,ahe_mrta_v3,15,56
105.000,ahe_mrta_v3,16,60
110.000,ahe_mrta_v3,17,60
115.000,ahe_mrta_v3,18,52
120.000,ahe_mrta_v3,19,60
125.000,ahe_mrta_v3,20,60
130.000,ahe_mrta_v3,21,56
135.000,ahe_mrta_v3,22,60
140.001,ahe_mrta_v3,23,52
