timestamp_s,strategy,alloc_num,footprint_bytes
30.000,ahe_mrta_v3,1,80
35.000,ahe_mrta_v3,2,80
40.001,ahe_mrta_v3,3,80
45.001,ahe_mrta_v3,4,80
50.000,ahe_mrta_v3,5,80
55.000,ahe_mrta_v3,6,80
60.000,ahe_mrta_v3,7,80
65.000,ahe_mrta_v3,8,72
70.000,ahe_mrta_v3,9,68
75.000,ahe_mrta_v3,10,60
80.000,ahe_mrta_v3,11,60
85.000,ahe_mrta_v3,12,64
90.000,ahe_mrta_v3,13,64
95.000,ahe_mrta_v3,14,60
100.000,ahe_mrta_v3,15,56
105.000,ahe_mrta_v3,16,64
110.000,ahe_mrta_v3,17,56
115.000,ahe_mrta_v3,18,60
120.000,ahe_mrta_v3,19,60
125.000,ahe_mrta_v3,20,56
130.000,ahe_mrta_v3,21,52
135.000,ahe_mrta_v3,22,60
140.000,ahe_mrta_v3,23,52
