timestamp_s,strategy,alloc_num,footprint_bytes
30.000,ahe_mrta_v3,1,80
35.000,ahe_mrta_v3,2,80
40.000,ahe_mrta_v3,3,80
45.000,ahe_mrta_v3,4,80
50.000,ahe_mrta_v3,5,80
55.000,ahe_mrta_v3,6,76
60.000,ahe_mrta_v3,7,72
65.000,ahe_mrta_v3,8,72
70.000,ahe_mrta_v3,9,68
75.000,ahe_mrta_v3,10,68
80.000,ahe_mrta_v3,11,52
85.000,ahe_mrta_v3,12,60
90.000,ahe_mrta_v3,13,56
95.000,ahe_mrta_v3,14,56
100.000,ahe_mrta_v3,15,56
105.000,ahe_mrta_v3,16,60
110.000,ahe_mrta_v3,17,56
115.000,ahe_mrta_v3,18,56
120.000,ahe_mrta_v3,19,60
125.000,ahe_mrta_v3,20,68
130.000,ahe_mrta_v3,21,68
135.000,ahe_mrta_v3,22,68
140.000,ahe_mrta_v3,23,64
