timestamp_s,strategy,alloc_num,footprint_bytes
75.000,ahe_mrta_v3,1,80
80.000,ahe_mrta_v3,2,80
85.000,ahe_mrta_v3,3,80
90.000,ahe_mrta_v3,4,80
95.000,ahe_mrta_v3,5,80
100.000,ahe_mrta_v3,6,80
105.000,ahe_mrta_v3,7,80
110.000,ahe_mrta_v3,8,80
115.001,ahe_mrta_v3,9,76
120.000,ahe_mrta_v3,10,72
125.000,ahe_mrta_v3,11,72
130.000,ahe_mrta_v3,12,72
135.000,ahe_mrta_v3,13,72
140.000,ahe_mrta_v3,14,72
145.000,ahe_mrta_v3,15,72
150.000,ahe_mrta_v3,16,72
155.000,ahe_mrta_v3,17,72
160.000,ahe_mrta_v3,18,72
165.000,ahe_mrta_v3,19,68
170.000,ahe_mrta_v3,20,68
175.000,ahe_mrta_v3,21,64
180.000,ahe_mrta_v3,22,60
185.000,ahe_mrta_v3,23,56
190.000,ahe_mrta_v3,24,52
195.000,ahe_mrta_v3,25,48
